,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
106,Jason Dickinson scores his 5th goal in 4 games in the Chicago Blackhawks’ 4-3 win over the Seattle Kraken,-0.04437778948340565,"Tyler Johnson and MacKenzie Entwistle scored in the second period, and the Chicago Blackhawks topped the Seattle Kraken 4-3.",0.052373933023773134,Matt Carlson,0.012885486939921975
107,"Defense Stocks Benefit From War, Renewing ESG Debate for Everyday Investors",0.015514524187892675,Shares of weapons makers have outperformed the S&P 500 since Oct. 7,-0.015887701883912086,Hannah Miao,0.006962460145587102
108,Column: White Sox stasis continues while Cubs move on from another failed pursuit of Shohei Ohtani,-0.021340327570214868,"The White Sox appear to be in teardown mode, while the Cubs try to move on from another failed pursuit of Shohei Ohtani.",0.06258688773959875,Paul Sullivan,-0.03431175200967118
109,Can Michigan be beaten? Iowa is embracing its underdog role in tonight’s Big Ten championship game.,-0.052659032968222164,"Two weeks after celebrating the program’s 1,000th win and one week after beating rival Ohio State for the third straight time, Michigan is chasing a school first — its third straight outright Big Ten title.",0.1310683231567964,Michael Marot,0.08768036214678432
110,Salesforce Tower opens at Chicago’s Wolf Point,-0.1076377029530704,"Located along the Chicago River at the Wolf Point site near the Merchandise Mart, Salesforce Tower is one of the few major office buildings to be developed in the city during the pandemic.",0.012300187292566989,Robert Channick,0.07851491407200228
111,"Doctors: With Ozempic and other weight loss drugs, obesity is now more treatable than ever",-0.07107646449003369,"Ozempic and other weight loss drugs are a new vista for the treatment of obesity. However, there is still much to learn.",0.032201708236243576,"Cory Franklin, Robert Weinstein",0.010923325462499633
112,It’s a case of Da’Jha vu as Da’Jha Johnson scores 29 points to rally Hillcrest past Oak Lawn. ‘Don’t give up.’,-0.06930797861423343,Da'Jha Johnson scored 29 points Friday as Hillcrest rallied for a 58-55 win over host Oak Lawn in a South Suburban Conference crossover.,0.0947031719260849,Gregg Voss,0.03524319440475665
113,"Mokena family safe after house fire, but deputy fire chief says damage was significant",-0.0160786000196822,"Fire crews received a call of a fire at a raised ranch house in the 18700 block of Marshall Court in Mokena, said New Lenox Deputy Chief Terry Vavra. The flames could be seen from blocks away, he said.",0.07332588131248485,Alexandra Kukulka,0.1019442961551249
114,"Aria Mazza, ‘dragged’ to NBA games for brother’s violin performances, is proving instrumental for Benet",-0.05444852725486271,"Conant transfer Aria Mazza, whose brother Giovanni was discovered at a Chicago Bulls game in 2015, has learned to love basketball.",0.09570974597590975,Matt Le Cren,0.059340825537219644
115,The 2024 Campaign That Could Have Been...,-0.03594390815123916,Florida and California governors clash amid speculation about their futures as potential party standard-bearers,0.012602334973053075,wsj,0.02803650259738788
116,Trial Opens for Beheading of French Teacher Samuel Paty,-0.009356191483675502,Trial examines whether students at the school where the attack took place helped the killer,0.005657670844811946,Noemie Bisserbe,0.06137513415887952
117,Harvard Health: What does a birth doula do?,0.02643426536815241,Some research suggests that doula care may benefit both mother and baby. Here's what to know if you're considering doula care.,0.029649753705598414,Maureen Salamon,0.06766666269686539
118,Ex-Buildings commissioner back on stand as prosecutors inch toward close of their case against former Ald. Ed Burke,-0.15471740550128743,Federal prosecutors are inching closer to wrapping up their case in the corruption trial of ex-Ald. Ed Burke as testimony shifts back to an alleged extortion scheme involving a liquor store pole sign in Portage Park,0.15472571867576335,"Jason Meisner, Ray Long, Megan Crepeau",0.11054052773397416
119,"One teen dead, one injured in Sunday shootings, police say",-0.0977198623586446,"No suspects are in custody in either of the shootings, and police said they are investigating.",0.01915204687975347,Rebecca Johnson,0.03502128552645445
120,Column: 1986′s Chicago-shot ‘Running Scared’ is a time capsule of the Thompson Center,-0.04511129009188153,"Google plans a gut rehab of the Thompson Center, but the distinctive interiors are preserved on film thanks to the 1986 movie ""Running Scared.""",0.06520167723647319,Nina Metz,0.06531422678381205
121,Sean ‘Diddy’ Combs accused of sexual abuse by two more women,-0.005094488762551919,Two more women have come forward to accuse Sean “Diddy” Combs of sexually assaulting them in the early 1990s.,0.07339358632452786,Jake Offenhartz,0.02448512238333933
122,Developer wants to build giant apartment tower in the Clybourn Corridor,-0.10296268848469481,"The proposal is a sign that, despite some economic headwinds and relatively high interest rates, major developers are confident that renters will continue flocking to new apartments.",0.013913514907471836,Brian J. Rogal,0.10700256343989167
123,Angelina Jolie Rebuilding Her Life...Leaving Unhealthy LA...,-0.00406452250899747,"After years of healing, the actress is starting a new fashion venture and paring back her Hollywood presence: ‘I wouldn’t be an actress today’",0.028263569140108302,wsj,0.04188474313559709
124,"Citigroup reorganization to be completed in first quarter, cost $1 billion",-0.12153282755753025,"Citigroup <a href=""https://www.reuters.com/markets/companies/C.N"" target=""_blank"">(C.N)</a> Chief Financial Officer Mark Mason said on Wednesday the bank's largest reorganization in decades will cost about $1 billion for charges related to restructuring and s…",-0.015147622296353802,Tatiana Bautzer,0.0526998519198969
125,"Man fatally shot at Oakbrook Terrace hotel, one in custody, police say",0.021098090917803347,Police responded to a call of shots fired at about 8:30 p.m. at the Hilton Chicago/Oak Brook Suites in Oakbrook Terrace.,0.04046117316465825,Rebecca Johnson,-0.01117884332779795
126,"In the US, Black survivors are nearly invisible in the Catholic clergy sexual abuse crisis",-0.03634056547889486,"Cases of clergy abuse among African Americans are underreported, experts say, and the U.S. Catholic Church generally does not publicly track the race or ethnicity of victims.",0.05431721156492131,Tiffany Stanley and Lea Skene,-0.011086522914411034
127,The Chicago Bulls are in turmoil with seemingly little to build on. Is coach Billy Donovan’s job in jeopardy?,-0.07723681209608912,The Chicago Bulls entered their home game against the Milwaukee Bucks on Thursday night at 5-14. Is coach Billy Donovan's job in jeopardy?,0.08382628523395397,Julia Poe,0.0026400494971312582
128,"4 takeaways from the Chicago Bulls’ 3rd straight win, including Coby White’s record-breaking 3-pointer",-0.0710355353076011,"The Chicago Bulls officially are rolling after picking up their third consecutive victory without Zach LaVine, beating the Charlotte Hornets 111-100.",0.067997787729837,Julia Poe,0.05457052918791305
129,"Football and basketball scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.07220553975639632,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.1126157247053925,From Staff Reports,-0.002121305325999856
130,Editorial: GOP primary voters need Trump’s leading rivals to answer the question that matters most,-0.006482353986939415,Nikki Haley and Ron DeSantis won't confront the main question in the GOP presidential race: Trump's fitness for office.,0.029463806247804314,The Editorial Board,-0.01392985280836001
131,"Review: Stepping in for Barenboim at Symphony Center, Hrůša’s pinch-hit with Staatskapelle Berlin is a grand slam",-0.019564324611565098,The Czech conductor is fresh off a triumphant run of Lyric’s “Jenůfa” and is a hot candidate for the CSO music directorship himself.,0.04147753125289455,Hannah Edgar,0.050170910777524114
132,DeAngelo Hardy’s ‘silly’ stats draw NFL to North Central College. But Lakes graduate has more immediate goal.,0.022298562034848146,DeAngelo Hardy’s performance in North Central College’s NCAA Division III quarterfinal made people wonder. Has anyone ever done that?,0.07023585529532284,Paul Johnson,-0.0466760047711432
133,What the Stock Market Taught Us This Year: Don’t Fall for These Investing Traps,-0.039079025911632925,2023 has been a year in which investors have been more influenced by perception than reality. And that means opportunities in 2024.,0.049304195563308895,Mellody Hobson,0.021200343850068748
134,Real Estate Matters: Heir seeks clarity on possible taxes owed for sale of inherited property,-0.018171194184105843,Is there any way we can minimize the taxes I’ll have to pay on the sale of the house I inherited?,0.042077402700670063,Ilyce Glink and Samuel J. Tamkin,0.03229554489371367
135,Illinois’ Johnny Newton and Northwestern coach David Braun receive top Big Ten football awards,-0.08601467113476247,Illinois defensive tackle Johnny Newton was named Defensive Player of the Year and Northwestern’s David Braun received Coach of the Year honors as the Big Ten announced its season-end awards.,0.1381839919486083,Chicago Tribune staff,0.12028350545733701
136,"Looting, Crimes Break Out in Gaza...",-0.038053515600040555,U.N. warns of a humanitarian catastrophe as increased crime adds to woes of residents,0.03472644684370607,wsj,0.0167052389588207
137,Man shot by Elk Grove Village police outside family home identified as grieving family hires lawyers,-0.09051170642487705,"A Cook County man fatally shot by police in the northwest suburbs Friday afternoon has been identified as Jack Murray, 24.",0.15519707733619725,Ilana Arougheti,0.030277279787696898
138,Testimony in ex-Ald. Ed Burke case to focus on aide’s alleged lies to FBI,-0.1055131045577582,Testimony in former Ald. Edward Burke’s corruption trial is expected to focus Friday on allegedly misleading statement’s Burke’s longtime ward aide gave to federal investigators,0.13957850053702714,"Jason Meisner, Ray Long, Megan Crepeau",0.08175618184031919
139,Ask Amy: Any ideas on how to move on and get over my anger?,-0.041210710536688566,"One way to move on would be to actually move on, writes Amy Dickinson.",0.0349726501153782,Amy Dickinson,0.06770388694712892
